articleId,article,pubDate,ticker,sector,industry,netReturn,links,keywords,topics,entities,reprint,event,relationship,impact,event keyword,found_keywords,keywords_score
66f56cf369ce48ab86c22a782f6ad391,"Aflac, Ing, PRI, Unum: Life Insurance Stocks Hit New 52-Week Highs",2023-08-06T21:52:54+00:00,AFL,Financial Services,Insurance - Life,"{'30_days_before': 0.09723002516618928, '5_days_before': 0.07957227674410494, '3_days_before': 0.0027041340902249633, '2_days_before': 0.0, '1_days_before': 0.0, 'day_of_article_movement': 0.005289519148674149, '1_days_after': -0.010999113323636234, '2_days_after': -0.010729124197015882, '5_days_after': -6.37520396454816e-05, '30_days_after': -0.015056940932732243}","['http://www.forbes.com/sites/davidkudla/2023/08/04/catching-up-with-catch-up-contributions/', 'https://www.multpl.com/shiller-pe', 'https://www.forbes.com/companies/wells-fargo', 'https://www.forbes.com/companies/unum', 'https://www.forbes.com/companies/aflac', 'https://news.primerica.com/forbes-names-primerica-one-of-americas-best-insurance-companies-for-2022/', 'https://www.forbes.com/lists/best-employers-women/?sh=6c6fcad1466c', 'https://www.forbes.com/companies/primerica']","[{'name': 'Life Insurance Stocks', 'weight': 0.09372203}, {'name': 'life insurance', 'weight': 0.08976342}, {'name': 'best insurance companies', 'weight': 0.08322728}, {'name': 'insurance products', 'weight': 0.082406744}, {'name': 'Price', 'weight': 0.07802163}, {'name': 'price', 'weight': 0.07802163}, {'name': 'unexciting value stocks', 'weight': 0.06276857}, {'name': 'year', 'weight': 0.06125289}, {'name': 'Shareholder equity', 'weight': 0.058505308}, {'name': 'shareholder equity', 'weight': 0.058505308}]","[{'name': 'Insurance'}, {'name': 'Markets'}]","[{'data': 'Aflac', 'type': 'ORG', 'mentions': 2}, {'data': 'Ing', 'type': 'ORG', 'mentions': 3}, {'data': 'PRI', 'type': 'ORG', 'mentions': 3}, {'data': 'Unum', 'type': 'ORG', 'mentions': 3}, {'data': 'American Family Life Assurance', 'type': 'ORG', 'mentions': 1}, {'data': 'the New York Stock Exchange', 'type': 'ORG', 'mentions': 1}, {'data': 'Silicon Valley Bank', 'type': 'ORG', 'mentions': 1}, {'data': 'Forbes', 'type': 'ORG', 'mentions': 2}, {'data': 'Wells Fargo', 'type': 'ORG', 'mentions': 1}, {'data': 'Columbus', 'type': 'GPE', 'mentions': 1}, {'data': 'Georgia', 'type': 'GPE', 'mentions': 2}, {'data': 'the United States', 'type': 'GPE', 'mentions': 3}, {'data': 'Japan', 'type': 'GPE', 'mentions': 1}, {'data': 'Netherlands', 'type': 'GPE', 'mentions': 1}, {'data': 'Australia', 'type': 'GPE', 'mentions': 1}, {'data': 'Duluth', 'type': 'GPE', 'mentions': 1}, {'data': 'America', 'type': 'GPE', 'mentions': 1}, {'data': 'Ireland', 'type': 'GPE', 'mentions': 1}, {'data': 'England', 'type': 'GPE', 'mentions': 1}, {'data': 'Poland', 'type': 'GPE', 'mentions': 1}, {'data': 'American', 'type': 'NORP', 'mentions': 1}, {'data': 'Europe', 'type': 'LOC', 'mentions': 1}, {'data': 'Latin America', 'type': 'LOC', 'mentions': 1}, {'data': 'Asia', 'type': 'LOC', 'mentions': 1}]",False,Other,Causal,Positive,,[],0
e4eb022f0c2e4851969f31f347ebc20f,Madonna announces 2023 tour that will celebrate her greatest hits,2023-01-17T17:52:05.294000+00:00,AXP,Financial Services,Credit Services,"{'30_days_before': 0.06357281736977205, '5_days_before': -0.01154922835556893, '3_days_before': -0.012904412830817336, '2_days_before': -0.012904412830817336, '1_days_before': -0.010873921641812112, 'day_of_article_movement': -0.006095786123373692, '1_days_after': 0.013427317693382568, '2_days_after': 0.013427317693382568, '5_days_after': 0.02745498677972935, '30_days_after': 0.16112540049804358}","['https://www.instagram.com/p/CnhNliDBfP5/?hl=en', 'https://www.madonna.com/news/title/madonna-announces-the-celebration-tour', 'https://ticketmaster.ca/americanexpress', 'https://www.madonna.com/tour']","[{'name': 'local time', 'weight': 0.108408384}, {'name': 'Jan.', 'weight': 0.10801195}, {'name': 'other famous European cities', 'weight': 0.07924634}, {'name': 'other major cities', 'weight': 0.076302096}, {'name': '2 p.m. local time', 'weight': 0.0722543}, {'name': '6 p.m. local time', 'weight': 0.0722543}, {'name': 'New York City', 'weight': 0.06815551}, {'name': 'hits', 'weight': 0.0678817}, {'name': '10 a.m. local time', 'weight': 0.065674394}, {'name': '9 a.m. local time', 'weight': 0.065674394}]","[{'name': 'Music'}, {'name': 'Madonna'}]","[{'data': 'Madonna', 'type': 'PERSON', 'mentions': 7}, {'data': 'Amy Schumer', 'type': 'PERSON', 'mentions': 2}, {'data': 'Jack Black', 'type': 'PERSON', 'mentions': 1}, {'data': 'Lil Wayne', 'type': 'PERSON', 'mentions': 1}, {'data': 'Judd Apatow', 'type': 'PERSON', 'mentions': 1}, {'data': 'Caldwell Tidicue', 'type': 'PERSON', 'mentions': 1}, {'data': 'Bob the Drag Queen', 'type': 'PERSON', 'mentions': 1}, {'data': 'Madonna: The Celebration Tour', 'type': 'WORK_OF_ART', 'mentions': 1}, {'data': 'Truth or Dare', 'type': 'WORK_OF_ART', 'mentions': 1}, {'data': 'Instagram', 'type': 'ORG', 'mentions': 1}, {'data': 'Citi', 'type': 'ORG', 'mentions': 2}, {'data': 'Canada American Express', 'type': 'ORG', 'mentions': 3}, {'data': 'Ticketmaster', 'type': 'ORG', 'mentions': 2}, {'data': 'European American Express', 'type': 'ORG', 'mentions': 1}, {'data': 'four-minute', 'type': 'TIME', 'mentions': 1}, {'data': '10 a.m. local time', 'type': 'TIME', 'mentions': 15}, {'data': 'New York City', 'type': 'GPE', 'mentions': 2}, {'data': 'Vancouver', 'type': 'GPE', 'mentions': 2}, {'data': 'Seattle', 'type': 'GPE', 'mentions': 1}, {'data': 'Denver', 'type': 'GPE', 'mentions': 1}, {'data': 'Chicago', 'type': 'GPE', 'mentions': 1}, {'data': 'London', 'type': 'GPE', 'mentions': 1}, {'data': 'Barcelona', 'type': 'GPE', 'mentions': 1}, {'data': 'Paris', 'type': 'GPE', 'mentions': 1}, {'data': 'Milan', 'type': 'GPE', 'mentions': 1}, {'data': 'Berlin', 'type': 'GPE', 'mentions': 1}, {'data': 'UK', 'type': 'GPE', 'mentions': 1}, {'data': 'Toronto', 'type': 'GPE', 'mentions': 1}, {'data': 'Montreal', 'type': 'GPE', 'mentions': 1}, {'data': 'Sweden', 'type': 'GPE', 'mentions': 1}, {'data': 'France', 'type': 'GPE', 'mentions': 1}, {'data': 'Italy', 'type': 'GPE', 'mentions': 1}, {'data': 'Netherlands', 'type': 'GPE', 'mentions': 1}, {'data': 'Spain', 'type': 'GPE', 'mentions': 1}, {'data': 'Belgium', 'type': 'GPE', 'mentions': 1}, {'data': 'North American', 'type': 'NORP', 'mentions': 3}, {'data': 'European', 'type': 'NORP', 'mentions': 3}]",False,Other,Causal,Neutral,,[],0
fc344a9de43b49bcaf00acb53c81e7b9,Investors warn ‘fluffy’ ESG metrics are being gamed to boost bonuses,2023-08-27T11:00:08+00:00,LUV,Industrials,Airlines,"{'30_days_before': -0.07359047835244936, '5_days_before': -0.0199337526007215, '3_days_before': -0.006717966037625089, '2_days_before': 0.0, '1_days_before': 0.0, 'day_of_article_movement': -0.010428607276395385, '1_days_after': -0.0094918086839344, '2_days_after': -0.008831824562430146, '5_days_after': -0.016293592684636482, '30_days_after': -0.09535632845103914}","['https://www.ft.com/cms/s/25aed60d-1deb-4a41-8f39-00c92702b663,s01=1.html?ftcamp=traffic/partner/feed_headline/us_yahoo/auddev']","[{'name': 'top executives', 'weight': 0.13340631}, {'name': 'bonuses', 'weight': 0.11462318}, {'name': 'data', 'weight': 0.103368565}, {'name': 'payouts', 'weight': 0.0997584}, {'name': 'companies', 'weight': 0.09880704}, {'name': 'an ESG data analytics firm', 'weight': 0.09797688}, {'name': 'Investors', 'weight': 0.095005736}, {'name': 'investors', 'weight': 0.095005736}, {'name': 'Southwest Airlines', 'weight': 0.08857699}, {'name': 'Esgauge', 'weight': 0.08141351}]",[],"[{'data': 'US', 'type': 'GPE', 'mentions': 1}, {'data': 'The Conference Board', 'type': 'ORG', 'mentions': 1}, {'data': 'Esgauge', 'type': 'ORG', 'mentions': 1}, {'data': 'American Express', 'type': 'ORG', 'mentions': 1}, {'data': 'Dow', 'type': 'ORG', 'mentions': 1}, {'data': 'Southwest Airlines', 'type': 'ORG', 'mentions': 1}]",False,Other,Non-Causal,Not Relevant,,[],0
fc344a9de43b49bcaf00acb53c81e7b9,Investors warn ‘fluffy’ ESG metrics are being gamed to boost bonuses,2023-08-27T11:00:08+00:00,AXP,Financial Services,Credit Services,"{'30_days_before': -0.04297865056877004, '5_days_before': -0.01582228036567057, '3_days_before': -0.003358774195967751, '2_days_before': 0.0, '1_days_before': 0.0, 'day_of_article_movement': -0.0007695936640164103, '1_days_after': -0.004270172827878005, '2_days_after': -0.01627153953701288, '5_days_after': -0.007902583168164279, '30_days_after': -0.01846127428012123}","['https://www.ft.com/cms/s/25aed60d-1deb-4a41-8f39-00c92702b663,s01=1.html?ftcamp=traffic/partner/feed_headline/us_yahoo/auddev']","[{'name': 'top executives', 'weight': 0.13340631}, {'name': 'bonuses', 'weight': 0.11462318}, {'name': 'data', 'weight': 0.103368565}, {'name': 'payouts', 'weight': 0.0997584}, {'name': 'companies', 'weight': 0.09880704}, {'name': 'an ESG data analytics firm', 'weight': 0.09797688}, {'name': 'Investors', 'weight': 0.095005736}, {'name': 'investors', 'weight': 0.095005736}, {'name': 'Southwest Airlines', 'weight': 0.08857699}, {'name': 'Esgauge', 'weight': 0.08141351}]",[],"[{'data': 'US', 'type': 'GPE', 'mentions': 1}, {'data': 'The Conference Board', 'type': 'ORG', 'mentions': 1}, {'data': 'Esgauge', 'type': 'ORG', 'mentions': 1}, {'data': 'American Express', 'type': 'ORG', 'mentions': 1}, {'data': 'Dow', 'type': 'ORG', 'mentions': 1}, {'data': 'Southwest Airlines', 'type': 'ORG', 'mentions': 1}]",False,Other,Causal,Positive,,[],0
da099e4ef38445acbc68d851be2fe770,This is Morgan Stanley's favorite card issuer heading into second-quarter earnings,2023-07-18T10:54:09+00:00,MS,Financial Services,Capital Markets,"{'30_days_before': -0.01952540756531318, '5_days_before': -0.0014744970458455686, '3_days_before': 0.006878165383027657, '2_days_before': 0.006878165383027657, '1_days_before': 0.0030227828684781244, 'day_of_article_movement': 0.05737266710817268, '1_days_after': 0.013626745771483373, '2_days_after': 0.015559122415399806, '5_days_after': 0.01863538602998638, '30_days_after': -0.03741310197599068}",[],"[{'name': 'American Express earnings', 'weight': 0.099164866}, {'name': 'small businesses', 'weight': 0.089639165}, {'name': 'recent months', 'weight': 0.088314496}, {'name': 'higher revenue', 'weight': 0.087877184}, {'name': 'growing earnings', 'weight': 0.08702222}, {'name': 'earnings', 'weight': 0.08476924}, {'name': 'robust revenue growth', 'weight': 0.07538231}, {'name': 'recent data', 'weight': 0.07331299}, {'name': 'American Express', 'weight': 0.072576314}, {'name': 'positive operating leverage', 'weight': 0.06802655}]","[{'name': 'Morgan Stanley'}, {'name': 'Markets'}]","[{'data': ""Morgan Stanley's"", 'type': 'ORG', 'mentions': 2}, {'data': 'American Express', 'type': 'ORG', 'mentions': 6}, {'data': 'AXP', 'type': 'ORG', 'mentions': 1}, {'data': 'Graseck', 'type': 'ORG', 'mentions': 2}, {'data': 'CNBC', 'type': 'ORG', 'mentions': 1}, {'data': 'Betsy Graseck', 'type': 'PERSON', 'mentions': 1}, {'data': 'Michael Bloom', 'type': 'PERSON', 'mentions': 1}]",False,Revenue Discussions,Causal,Neutral,Revenue Discussions,['revenue growth'],9
da099e4ef38445acbc68d851be2fe770,This is Morgan Stanley's favorite card issuer heading into second-quarter earnings,2023-07-18T10:54:09+00:00,AXP,Financial Services,Credit Services,"{'30_days_before': 0.02195823675594033, '5_days_before': -0.0023898154294903495, '3_days_before': 0.011534673051668776, '2_days_before': 0.011534673051668776, '1_days_before': 0.007679290537119243, 'day_of_article_movement': 0.00799192260649817, '1_days_after': 0.0067004059743848154, '2_days_after': -0.032521624009465344, '5_days_after': -0.050249351497829164, '30_days_after': -0.0524281742652124}",[],"[{'name': 'American Express earnings', 'weight': 0.099164866}, {'name': 'small businesses', 'weight': 0.089639165}, {'name': 'recent months', 'weight': 0.088314496}, {'name': 'higher revenue', 'weight': 0.087877184}, {'name': 'growing earnings', 'weight': 0.08702222}, {'name': 'earnings', 'weight': 0.08476924}, {'name': 'robust revenue growth', 'weight': 0.07538231}, {'name': 'recent data', 'weight': 0.07331299}, {'name': 'American Express', 'weight': 0.072576314}, {'name': 'positive operating leverage', 'weight': 0.06802655}]","[{'name': 'Morgan Stanley'}, {'name': 'Markets'}]","[{'data': ""Morgan Stanley's"", 'type': 'ORG', 'mentions': 2}, {'data': 'American Express', 'type': 'ORG', 'mentions': 6}, {'data': 'AXP', 'type': 'ORG', 'mentions': 1}, {'data': 'Graseck', 'type': 'ORG', 'mentions': 2}, {'data': 'CNBC', 'type': 'ORG', 'mentions': 1}, {'data': 'Betsy Graseck', 'type': 'PERSON', 'mentions': 1}, {'data': 'Michael Bloom', 'type': 'PERSON', 'mentions': 1}]",False,Revenue Discussions,Causal,Positive,Revenue Discussions,['revenue growth'],9
da099e4ef38445acbc68d851be2fe770,This is Morgan Stanley's favorite card issuer heading into second-quarter earnings,2023-07-18T10:54:09+00:00,MS,Financial Services,Capital Markets,"{'30_days_before': -0.01952540756531318, '5_days_before': -0.0014744970458455686, '3_days_before': 0.006878165383027657, '2_days_before': 0.006878165383027657, '1_days_before': 0.0030227828684781244, 'day_of_article_movement': 0.05737266710817268, '1_days_after': 0.013626745771483373, '2_days_after': 0.015559122415399806, '5_days_after': 0.01863538602998638, '30_days_after': -0.03741310197599068}",[],"[{'name': 'American Express earnings', 'weight': 0.099164866}, {'name': 'small businesses', 'weight': 0.089639165}, {'name': 'recent months', 'weight': 0.088314496}, {'name': 'higher revenue', 'weight': 0.087877184}, {'name': 'growing earnings', 'weight': 0.08702222}, {'name': 'earnings', 'weight': 0.08476924}, {'name': 'robust revenue growth', 'weight': 0.07538231}, {'name': 'recent data', 'weight': 0.07331299}, {'name': 'American Express', 'weight': 0.072576314}, {'name': 'positive operating leverage', 'weight': 0.06802655}]","[{'name': 'Morgan Stanley'}, {'name': 'Markets'}]","[{'data': ""Morgan Stanley's"", 'type': 'ORG', 'mentions': 2}, {'data': 'American Express', 'type': 'ORG', 'mentions': 6}, {'data': 'AXP', 'type': 'ORG', 'mentions': 1}, {'data': 'Graseck', 'type': 'ORG', 'mentions': 2}, {'data': 'CNBC', 'type': 'ORG', 'mentions': 1}, {'data': 'Betsy Graseck', 'type': 'PERSON', 'mentions': 1}, {'data': 'Michael Bloom', 'type': 'PERSON', 'mentions': 1}]",False,Margin/Profitability Discussions,Causal,Neutral,,[],0
da099e4ef38445acbc68d851be2fe770,This is Morgan Stanley's favorite card issuer heading into second-quarter earnings,2023-07-18T10:54:09+00:00,AXP,Financial Services,Credit Services,"{'30_days_before': 0.02195823675594033, '5_days_before': -0.0023898154294903495, '3_days_before': 0.011534673051668776, '2_days_before': 0.011534673051668776, '1_days_before': 0.007679290537119243, 'day_of_article_movement': 0.00799192260649817, '1_days_after': 0.0067004059743848154, '2_days_after': -0.032521624009465344, '5_days_after': -0.050249351497829164, '30_days_after': -0.0524281742652124}",[],"[{'name': 'American Express earnings', 'weight': 0.099164866}, {'name': 'small businesses', 'weight': 0.089639165}, {'name': 'recent months', 'weight': 0.088314496}, {'name': 'higher revenue', 'weight': 0.087877184}, {'name': 'growing earnings', 'weight': 0.08702222}, {'name': 'earnings', 'weight': 0.08476924}, {'name': 'robust revenue growth', 'weight': 0.07538231}, {'name': 'recent data', 'weight': 0.07331299}, {'name': 'American Express', 'weight': 0.072576314}, {'name': 'positive operating leverage', 'weight': 0.06802655}]","[{'name': 'Morgan Stanley'}, {'name': 'Markets'}]","[{'data': ""Morgan Stanley's"", 'type': 'ORG', 'mentions': 2}, {'data': 'American Express', 'type': 'ORG', 'mentions': 6}, {'data': 'AXP', 'type': 'ORG', 'mentions': 1}, {'data': 'Graseck', 'type': 'ORG', 'mentions': 2}, {'data': 'CNBC', 'type': 'ORG', 'mentions': 1}, {'data': 'Betsy Graseck', 'type': 'PERSON', 'mentions': 1}, {'data': 'Michael Bloom', 'type': 'PERSON', 'mentions': 1}]",False,Margin/Profitability Discussions,Causal,Positive,,[],0
9660c99713614e139ff0594b7bbb64f7,Over 1.2million credit cards revealed on Dark Web in horrifying ‘BidenCash’ leak...,2022-10-11T13:28:10+00:00,AXP,Financial Services,Credit Services,"{'30_days_before': -0.13210053678635192, '5_days_before': -0.03727187901727036, '3_days_before': -0.010719555858644592, '2_days_before': -0.010719555858644592, '1_days_before': -0.0032270922247427114, 'day_of_article_movement': 0.005355786498597137, '1_days_after': 0.013162362459837373, '2_days_after': 0.002642867050129505, '5_days_after': 0.010841132458482283, '30_days_after': 0.02078826037684922}","['https://www.thesun.co.uk/tech/17105619/amazon-fire-stick-alexa-kindle-echo-ring-deals/', 'https://www.thesun.co.uk/news/20065013/woman-scammed-astronaut-marry-rocket-landing-fees/', 'https://www.thesun.co.uk/tech/13721663/how-to-clear-cache-on-iphone/', 'https://www.bleepingcomputer.com/news/security/darkweb-market-bidencash-gives-away-12-million-credit-cards-for-free/', 'https://www.thesun.co.uk/tech/6237465/whatsapp-block-how-to-tell-profile/', 'https://www.thesun.co.uk/money/20057347/martin-lewis-calculate-running-cost-appliance/', 'https://www.thesun.co.uk/tech/16484210/meta-meaning-facebook/', 'https://www.thesun.co.uk/tech/13496857/how-to-change-your-facebook-password/', 'https://www.thesun.co.uk/topic/instagram/', 'https://www.thesun.co.uk/money/18135060/american-express-chaos-down-outage-payments/', 'https://www.thesun.co.uk/topic/facebook/', 'https://www.thesun.co.uk/money/14245702/nft-art-non-fungible-tokens-meaning/', 'https://www.thesun.co.uk/tech/13470941/delete-instagram-account/', 'https://www.thesun.co.uk/topic/credit-cards/', 'https://www.thesun.co.uk/fabulous/20057512/woman-allows-daughter-dye-hair-trolls-slammed/', 'https://www.thesun.co.uk/topic/whatsapp/', 'https://www.thesun.co.uk/tech/phones-gadgets/11671735/onlyfans-app-banning-videos-content-october-shutting-down/', 'https://www.thesun.co.uk/tech/14858659/what-does-pending-mean-on-snapchat/', 'https://www.thesun.co.uk/tech/19794077/online-crooks-queens-death-scam/', 'https://www.thesun.co.uk/tech/20067869/amazon-ring-doorbell-deal-cheap-2022-price/', 'https://www.thesun.co.uk/tech/20008965/echo-dot-ring-doorbell-deal/', 'https://www.thesun.co.uk/tech/15544736/how-to-drop-a-pin-on-google-maps/', 'https://www.thesun.co.uk/tech/20062250/apple-iphone-5c-obsolete-warning/', 'https://www.thesun.co.uk/tech/13950856/how-to-go-live-on-tiktok/']","[{'name': 'card numbers', 'weight': 0.1160757}, {'name': 'sensitive credit card information', 'weight': 0.107546695}, {'name': 'CREDIT card details', 'weight': 0.09629062}, {'name': 'compromised payment cards', 'weight': 0.09423158}, {'name': 'social security numbers', 'weight': 0.09411914}, {'name': 'card types', 'weight': 0.092423044}, {'name': 'CVV numbers', 'weight': 0.089880615}, {'name': 'Cards', 'weight': 0.08870726}, {'name': 'cardholder numbers', 'weight': 0.08870717}, {'name': 'bank names', 'weight': 0.067830645}]",[],"[{'data': 'BidenCash', 'type': 'ORG', 'mentions': 2}, {'data': 'Bleeping Computer', 'type': 'ORG', 'mentions': 1}, {'data': 'Cyble', 'type': 'ORG', 'mentions': 2}, {'data': 'American Express', 'type': 'ORG', 'mentions': 1}, {'data': 'The Sun Online Tech & Science', 'type': 'ORG', 'mentions': 1}, {'data': 'US', 'type': 'GPE', 'mentions': 3}, {'data': 'UK', 'type': 'GPE', 'mentions': 1}, {'data': 'India', 'type': 'GPE', 'mentions': 1}, {'data': 'Brazil', 'type': 'GPE', 'mentions': 1}, {'data': 'Mexico', 'type': 'GPE', 'mentions': 1}, {'data': 'Turkey', 'type': 'GPE', 'mentions': 1}, {'data': 'Spain', 'type': 'GPE', 'mentions': 1}, {'data': 'Italy', 'type': 'GPE', 'mentions': 1}, {'data': 'China', 'type': 'GPE', 'mentions': 1}, {'data': 'BidenCash', 'type': 'PRODUCT', 'mentions': 1}]",False,Defaults,Causal,Negative,,[],0
972c6fd2d28346b782cd266860dcffa2,‘Entertainment Tonight’s’ Kevin Frazier and Nischelle Turner to Host 2023 Palm Springs International Film Awards,2022-12-16T18:30:00+00:00,AXP,Financial Services,Credit Services,"{'30_days_before': -0.040655775742143296, '5_days_before': -0.06517625996090315, '3_days_before': -0.014957181619055127, '2_days_before': 0.0, '1_days_before': 0.0, 'day_of_article_movement': 0.00018987850482221624, '1_days_after': -0.005259194860231409, '2_days_after': -0.002878206976404174, '5_days_after': 0.002988980033368893, '30_days_after': -0.00882214020277372}","['https://variety.com/t/palm-springs-international-film-festival/', 'https://variety.com/2022/film/news/baz-luhrmann-variety-10-directors-to-watch-palm-springs-film-festival-1235452656/', 'https://variety.com/2022/tv/news/daytime-emmys-hosts-kevin-frazier-nischelle-turner-1235285711/', 'https://variety.com/t/entertainment-tonight/', 'https://variety.com/2022/film/news/bill-nighy-palm-springs-international-film-awards-award-exclusive-1235455829/', 'https://variety.com/2022/film/festivals/rian-johnson-creative-impact-palm-springs-film-festival-1235458772/', 'https://variety.com/2022/film/news/angela-bassett-creative-impact-award-1235459936/']","[{'name': 'Palm Springs International Film Festival Film Awards', 'weight': 0.1101229}, {'name': 'Palm Springs International Film Awards', 'weight': 0.110074684}, {'name': 'Palm Springs', 'weight': 0.09880661}, {'name': 'the Palm Springs International Film Festival Film Awards gala', 'weight': 0.08291705}, {'name': 'Desert Palm Achievement', 'weight': 0.081255145}, {'name': 'top award season contenders', 'weight': 0.07668983}, {'name': 'filmmaker Rian Johnson', 'weight': 0.07524433}, {'name': '2023 Palm Springs International Film Awards', 'weight': 0.07442407}, {'name': 'The Palm Springs International Film Awards', 'weight': 0.07442407}, {'name': 'the Palm Spring International Film Festival', 'weight': 0.06625225}]",[{'name': 'Movies'}],"[{'data': 'Entertainment Tonight’s', 'type': 'WORK_OF_ART', 'mentions': 3}, {'data': 'Emmy', 'type': 'WORK_OF_ART', 'mentions': 1}, {'data': 'ET', 'type': 'WORK_OF_ART', 'mentions': 4}, {'data': 'Elvis', 'type': 'WORK_OF_ART', 'mentions': 2}, {'data': 'Till', 'type': 'WORK_OF_ART', 'mentions': 1}, {'data': 'Breakthrough Performance', 'type': 'WORK_OF_ART', 'mentions': 1}, {'data': 'Tár', 'type': 'WORK_OF_ART', 'mentions': 1}, {'data': 'The Banshees of Inisherin', 'type': 'WORK_OF_ART', 'mentions': 3}, {'data': 'Desert Palm Achievement', 'type': 'WORK_OF_ART', 'mentions': 1}, {'data': 'Living', 'type': 'WORK_OF_ART', 'mentions': 1}, {'data': 'Everything Everywhere All At Once', 'type': 'WORK_OF_ART', 'mentions': 1}, {'data': 'the International Star awards', 'type': 'WORK_OF_ART', 'mentions': 2}, {'data': 'the Chairman’s Award', 'type': 'WORK_OF_ART', 'mentions': 1}, {'data': 'Women Talking', 'type': 'WORK_OF_ART', 'mentions': 1}, {'data': 'Black Panther: Wakanda Forever', 'type': 'WORK_OF_ART', 'mentions': 1}, {'data': 'Glass Onion: A Knives Out Mystery', 'type': 'WORK_OF_ART', 'mentions': 1}, {'data': 'Kevin Frazier', 'type': 'PERSON', 'mentions': 5}, {'data': 'Nischelle Turner', 'type': 'PERSON', 'mentions': 5}, {'data': 'Mary Hart', 'type': 'PERSON', 'mentions': 2}, {'data': 'Harold Matzner', 'type': 'PERSON', 'mentions': 2}, {'data': 'Erin Johnson', 'type': 'PERSON', 'mentions': 2}, {'data': 'Austin Butler', 'type': 'PERSON', 'mentions': 1}, {'data': 'Danielle Deadwyler', 'type': 'PERSON', 'mentions': 1}, {'data': 'Cate Blanchett', 'type': 'PERSON', 'mentions': 1}, {'data': 'Colin Farrell', 'type': 'PERSON', 'mentions': 1}, {'data': 'Bill Nighy', 'type': 'PERSON', 'mentions': 1}, {'data': 'Michelle Yeoh', 'type': 'PERSON', 'mentions': 1}, {'data': 'Viola Davis', 'type': 'PERSON', 'mentions': 1}, {'data': 'Sarah Polley', 'type': 'PERSON', 'mentions': 1}, {'data': 'Steven Spielberg', 'type': 'PERSON', 'mentions': 1}, {'data': 'Kristie Macosko Krieger', 'type': 'PERSON', 'mentions': 1}, {'data': 'Michelle Williams', 'type': 'PERSON', 'mentions': 1}, {'data': 'Paul Dano', 'type': 'PERSON', 'mentions': 1}, {'data': 'Seth Rogen', 'type': 'PERSON', 'mentions': 1}, {'data': 'Gabriel LaBelle', 'type': 'PERSON', 'mentions': 1}, {'data': 'Judd Hirsch', 'type': 'PERSON', 'mentions': 1}, {'data': 'Angela Bassett', 'type': 'PERSON', 'mentions': 1}, {'data': 'Baz Luhrmann', 'type': 'PERSON', 'mentions': 1}, {'data': 'Palm Springs International Film Awards', 'type': 'EVENT', 'mentions': 3}, {'data': 'the Palm Spring International Film Festival', 'type': 'EVENT', 'mentions': 1}, {'data': 'Palm Springs', 'type': 'GPE', 'mentions': 2}, {'data': 'PSIFF', 'type': 'ORG', 'mentions': 1}, {'data': 'ET', 'type': 'ORG', 'mentions': 2}, {'data': 'American Express', 'type': 'ORG', 'mentions': 1}, {'data': 'IHG Hotels & Resorts', 'type': 'ORG', 'mentions': 1}, {'data': 'evening', 'type': 'TIME', 'mentions': 1}, {'data': 'that night', 'type': 'TIME', 'mentions': 1}, {'data': 'the Palm Springs Convention Center', 'type': 'FAC', 'mentions': 1}, {'data': 'Parker', 'type': 'FAC', 'mentions': 1}]",False,Other,Causal,Neutral,,[],0
